Date,Value,MovingAvg,RMA,RMA_Pred,PercAvg_Pred,ES-0.3,ES-0.6,ES-0.9,MonteCarlo_Pred,ARIMA-OPT,SARIMA-OPT,ARIMA-UNOPT,SARIMA-UNOPT,LINREG,SVR-UNOPT,SVR-OPT
2016-11-01,403.72,403.91,99.88186468248816,401.95938548969656,405.5725017783003,403.24648699453223,403.0169703164679,403.5228588536293,402.9771351165393,403.08319915257067,403.1819457948818,402.50951380029346,403.2346760914527,405.1155542486452,407.0239626297661,405.09431656316895
2016-12-01,404.64,404.1975,100.05625444317371,403.4553334772316,407.01794144244633,403.6645408961725,403.9907881265872,404.5282858853629,404.77121664938625,405.1365529590683,405.2947994014784,405.1894123153335,405.0363276546222,405.31782542623296,407.05940726524767,405.3166622984241
2017-01-01,406.36,404.41249999999997,100.40645886611566,404.6794117907414,407.03744287702943,404.47317862732075,405.4123152506349,406.1768285885363,405.6614737281714,405.4948403793357,405.7557758919018,404.95988607188997,405.8276556156234,405.52683897640696,407.1618376932752,405.5467460250428
2017-02-01,406.65,404.715,100.42848499067706,405.59273558597874,407.90250651366676,405.1262250391245,406.154926100254,406.60268285885365,406.95732947684473,406.9457380435916,407.1500533631074,407.77809069930515,407.0596855881407,405.73585252658097,407.19984810275827,405.7770925458856
2017-03-01,407.53,404.91499999999996,100.5946785424102,406.3282479110714,408.65756205778365,405.8473575273871,406.97997044010157,407.43726828588535,407.72835186092595,407.4384673704673,407.66138386683343,406.42822340954183,407.7070679926488,405.92463895899624,407.2363270080405,405.98531379595056
2017-04-01,409.22,405.12083333333334,100.97818867505508,407.81922337241195,410.14767167465,406.859150269171,408.32398817604064,409.0417268285886,410.38814280913954,408.5726450086609,408.9280374113772,408.3857534520119,409.16093565264623,406.13365250917025,407.3387442824958,406.21596118333156
2017-05-01,409.89,405.2558333333334,101.10214468064116,408.4848231829201,409.56412874750805,407.76840518841965,409.2635952704162,409.8051726828589,410.60528566258415,409.81567858274957,409.9633865873185,410.4304315275327,409.9221539773583,406.33592368675795,407.37237760984226,406.4392171146816
2017-06-01,409.08,405.4216666666667,100.85902427498638,407.83633464973116,408.94341641940844,408.1618836318937,409.1534381081665,409.15251726828586,409.6019995733292,409.1492860953281,408.9756690259895,410.07555545252137,409.0224057900011,406.544937236932,407.33451853749625,406.66989153371077
2017-07-01,407.33,405.59583333333336,100.37105560905893,406.00665381256084,407.1246159564055,407.9123185423256,408.0593752432666,407.51225172682854,407.3857002479646,406.9472855122287,407.3916711344035,408.298594941992,407.3353329389362,406.7472084145197,407.20172091146446,406.8930306918058
2017-08-01,405.32,405.8241666666667,99.81694152800468,403.94663443072125,405.0451296499148,407.13462297962786,406.4157500973066,405.53922517268285,404.9460464084922,404.8551186830292,405.17761459950896,406.04121201798466,405.19209734592386,406.9562219646937,407.0636353868401,407.12343511419573
2017-09-01,403.57,406.06333333333333,99.33826998420547,402.6583841654259,403.7083646468646,406.06523608573946,404.70830003892263,403.7669225172683,403.71143141829316,403.86344019121276,403.91496740163797,403.97192975324003,403.89092499985554,407.16523551486773,407.0239842210776,407.3535868927587
2017-10-01,403.82,406.25833333333327,99.35843416107424,402.91112842646487,403.9837182360216,405.3916652600176,404.175320015569,403.8146922517268,404.4320346509256,403.7203717506532,403.9194905966817,402.47265695740924,404.0285378259504,407.3675066924555,407.02397344409815,407.57600028623546
2017-11-01,405.31,406.4275,99.6925423061787,404.4647276524811,405.5725017783003,405.3671656820122,404.8561280062276,405.1604692251727,406.3074165946057,405.1051207854673,405.3559532733937,404.41255769719794,405.5254595062719,407.5765202426295,407.06183251312854,407.80542691550954
2017-12-01,407.0,406.56,100.0598228260959,405.8134955770466,407.01794144244633,405.85701597740854,406.14245120249103,406.8160469225173,407.2980536137512,406.7021612602236,406.79107245132127,406.43189010436316,406.8564102107041,407.77879142021726,407.1610020065255,408.02699273224806
2018-01-01,408.15,406.7566666666667,100.30576279933729,407.02512560474605,407.03744287702943,406.54491118418593,407.3469804809964,408.0166046922517,409.1670222310298,407.8885838586595,408.1348660851098,408.1205186189944,408.15620546037013,407.98780497039127,407.2350675570289,408.255393889562
2018-02-01,408.52,406.9058333333333,100.35825857671034,407.788320342856,407.90250651366676,407.1374378289301,408.05079219239855,408.4696604692252,409.138538881236,408.738310451439,408.98323889116426,408.79183790417807,408.9365612967806,408.1968185205653,407.3443349523214,408.48316068694055
