Date,Value,MovingAvg,RMA,RMA_Pred
2018-03-01,409.59,407.2333333333333,100.57870180895475,408.6546727691457
2018-04-01,410.45,407.3358333333333,100.76452067601878,410.0489768322311
2018-05-01,411.44,407.4649999999999,100.97554391174704,410.7115920064366
2018-06-01,410.99,407.6241666666666,100.8257197704585,410.05195261226237
2018-07-01,408.9,407.75499999999994,100.28080587607755,408.16800745900343
2018-08-01,407.16,407.9083333333333,99.81654374961695,406.0211587684603
2018-09-01,405.71,408.0866666666666,99.4176073709833,404.664751310029
2018-10-01,406.19,408.28416666666664,99.48708109751992,404.9202707070432
2018-11-01,408.21,408.5258333333333,99.92268950759949,406.5529274425808
2018-12-01,409.27,408.71500000000003,100.13579144391566,407.9645386776185
2019-01-01,411.03,408.95500000000004,100.50739078871757,409.22490983558293
2019-02-01,411.96,409.2416666666667,100.66423669795759,410.12921957204105
2019-03-01,412.18,409.4575,100.66490417198366,410.8866022968957
2019-04-01,413.54,409.715,100.93357577828492,412.4439904243245
2019-05-01,414.86,410.0,101.18536585365854,413.26679033202623
2019-06-01,414.15,410.2633333333333,100.94735901331664,412.70683800285514
2019-07-01,411.96,410.5183333333333,100.35118204221492,410.9341397212975
2019-08-01,410.17,410.76916666666665,99.85413543291753,408.86875654993105
2019-09-01,408.76,411.0233333333333,99.44934188651091,407.5767932447826
2019-10-01,408.74,411.2358333333333,99.39308952891996,407.84761828327044
2019-11-01,410.47,411.4241666666667,99.76808200782243,409.43726376901736
2019-12-01,411.97,411.64916666666664,100.0779385358487,410.893317779364
2020-01-01,413.59,411.86249999999995,100.4194360982124,412.134328782281
2020-02-01,414.32,412.05916666666667,100.54866716147156,412.9528300942937
2020-03-01,414.72,412.2708333333333,100.59406741118804,413.70975482056895
2020-04-01,416.42,412.5108333333333,100.94765187984962,415.2584459765043
2020-05-01,417.28,412.7125,101.10670260774752,416.000902938796
2020-06-01,416.58,412.91499999999996,100.88759187726288,415.3742978427244
2020-07-01,414.58,413.1333333333333,100.35016943682426,413.5517884061826
2020-08-01,412.75,413.34833333333336,99.85524718861008,411.4359907863575
2020-09-01,411.5,413.57666666666665,99.49787625027201,410.1087161982686
2020-10-01,411.49,413.80583333333334,99.44035749455763,410.3964437844237
2020-11-01,413.1,414.025,99.77658353964134,412.02553682100364
2020-12-01,414.23,414.2133333333333,100.00402369149552,413.45277625595327
2021-01-01,415.49,414.37166666666667,100.26988653503497,414.6451514960983
2021-02-01,416.72,414.5716666666666,100.51820553744228,415.4707791403131
2021-03-01,417.61,414.8125,100.67440108482748,416.2602924974657
2021-04-01,419.01,415.0283333333333,100.95937225169367,417.79271429934636
2021-05-01,419.09,415.1791666666667,100.94196280722176,418.4872234659968
2021-06-01,418.93,415.375,100.85585314474872,417.84894946035297
2021-07-01,416.9,415.56833333333327,100.32044469220867,415.9892547724139
2021-08-01,414.42,415.7075,99.69028704076786,413.7842428455895
2021-09-01,413.26,415.85416666666663,99.37618355793798,412.36711875436436
2021-10-01,413.9,416.055,99.48203963418297,412.62707933163915
2021-11-01,414.97,416.2108333333333,99.70187384999191,414.2008140447653
2021-12-01,416.67,416.4141666666667,100.06143723096197,415.64956853306495
2022-01-01,418.13,416.63416666666666,100.35902800418432,416.90914474352894
2022-02-01,419.24,416.84416666666664,100.57475515430427,417.7482076804442
2022-03-01,418.76,416.93999999999994,100.43651364704755,418.39521796930734
2022-04-01,420.19,417.0383333333333,100.7557258925039,419.8161023148031
2022-05-01,420.97,417.19499999999994,100.90485264684384,420.51911851846256
2022-06-01,420.94,417.36249999999995,100.85716852855732,419.84828689532725
2022-07-01,418.85,417.525,100.31734626669062,417.94790331037126
2022-08-01,417.15,417.7525,99.85577584813974,415.81978171996457
2022-09-01,415.91,417.9733333333333,99.5063480923823,414.4685156442844
2022-10-01,415.74,418.12666666666667,99.42920008290949,414.68167731992287
2022-11-01,417.47,418.335,99.79322791542664,416.3147224105176
2022-12-01,418.99,418.5283333333333,100.11030714766424,417.75985327635607
2023-01-01,419.47,418.64,100.19826103573477,418.9163019245844
2023-02-01,420.31,418.72916666666663,100.37753122045874,419.6372958204429
2023-03-01,420.99,418.91499999999996,100.49532721435138,420.37711118053534
2023-04-01,423.31,419.17499999999995,100.98646150175942,421.96700068612626
2023-05-01,424.0,419.4275,101.09017649057346,422.76940659020954
2023-06-01,423.68,419.6558333333333,100.95892070287758,422.15527918926824
2023-07-01,421.83,419.90416666666664,100.45863639520923,420.32947979072395
2023-08-01,419.68,420.115,99.89645692250932,418.1713516909723
2023-09-01,418.5,420.3308333333333,99.56443039907057,416.8062473790794
2023-10-01,418.82,420.5875,99.57975451006034,417.12223558999597
2023-11-01,420.46,420.8366666666666,99.91049575844944,418.8043077043538
2023-12-01,421.86,421.07583333333326,100.18622932132179,420.30267568874916
2024-01-01,422.8,421.35333333333324,100.34333813268358,421.6314260548363
2024-02-01,424.55,421.7066666666666,100.67424434045785,422.6212533466212
2024-03-01,425.38,422.0725,100.783633143595,423.54563159291627
2024-04-01,426.51,422.33916666666664,100.98755542050523,425.1522429310224
2024-05-01,426.9,422.5808333333333,101.02209242018785,425.94786499390136
2024-06-01,426.91,422.85,100.96015135390802,425.36847012774064
2024-07-01,425.55,423.15999999999997,100.56479818508366,423.588610897112
2024-08-01,422.99,423.43583333333333,99.89471053268598,421.47682129748586
2024-09-01,422.03,423.72999999999996,99.59880112335686,420.1769111281883
2024-10-01,422.38,424.02666666666664,99.61165964404755,420.533066602726
2024-11-01,423.85,424.30916666666667,99.89178488169986,422.26003785739033
2024-12-01,425.4,424.60416666666663,100.18742946862274,423.8245304790901
2025-01-01,426.65,424.92499999999995,100.40595399188092,425.205450017447
2025-02-01,427.09,425.13666666666666,100.45946009518507,426.0586922432766
2025-03-01,428.15,425.36749999999995,100.65414024343657,426.8521319124079
2025-04-01,429.64,425.62833333333333,100.94252810550677,428.46331776394453
2025-05-01,,,,428.46331776394453
2025-06-01,,,,429.15096130223816
2025-07-01,,,,428.48226248128987
2025-08-01,,,,426.6213914314877
2025-09-01,,,,424.51917494094107
2025-10-01,,,,423.12176790163016
2025-11-01,,,,423.2454397419317
2025-12-01,,,,424.6504639776999
2026-01-01,,,,425.8653413165253
2026-02-01,,,,426.8648879270183
2026-03-01,,,,427.4897064728949
2026-04-01,,,,427.9981775719376
